-19.78,5.493,0
-24.901,-14.869,0
-12.391,-0.23015,0
-13.204,-3.3258,0
-19.454,-13.538,0
-25.632,2.2095,0
-23.921,7.3395,0
-22.785,-11.596,0
-25.513,18.424,0
-26.233,14.265,0
-26.048,2.6907,0
-22.182,-16.021,0
-12.452,1.42,0
-17.851,7.4847,0
-26.816,0.40182,0
-13.13,-10.278,0
-20.419,-2.2703,0
-21.002,-16.717,0
-26.84,13.014,0
-26.348,3.4325,0
-24.761,-3.5017,0
-18.131,2.5553,0
-17.81,7.5374,0
-28.222,12.201,0
-29.318,0.46229,0
-13.506,3.871,0
-19.017,-4.1726,0
-18.797,11.706,0
-26.142,-7.27,0
-24.326,-14.706,0
-27.087,-12.703,0
-13.861,-3.2174,0
-23.112,4.9066,0
-17.547,-14.139,0
-22.004,-0.18141,0
-24.131,-2.1669,0
-15.461,-9.6537,0
-25.073,18.258,0
-22.214,-6.2021,0
-17.542,9.1485,0
-26.298,4.1157,0
-21.326,5.6026,0
-15.749,11.638,0
-18.283,11.676,0
-24.716,12.925,0
-19.682,-6.0211,0
-22.912,5.9242,0
-23.287,6.8167,0
-12.916,-3.7493,0
-27.978,12.425,0
-20.433,-15.412,0
-28.322,14.394,0
-25.229,4.282,0
-26.423,2.5612,0
-13.086,-9.4587,0
-15.527,-6.0353,0
-14.351,-12.324,0
-19.475,8.9412,0
-29.756,-19.824,0
-17.75,8.8743,0
-20.356,-0.038336,0
-27.237,6.2589,0
-27.716,-6.8508,0
-18.29,12.633,0
-28.444,7.2735,0
-22.107,3.545,0
-29.565,-12.586,0
-22.836,9.1149,0
-19.361,8.3849,0
-23.585,-0.092502,0
-22.427,-3.293,0
-14.876,5.2747,0
-15.012,-9.5092,0
-25.152,11.2,0
-27.576,10.806,0
-27.307,18.756,0
-13.221,-2.8701,0
-25.71,-12.012,0
-21.678,-2.299,0
-25.48,-0.44944,0
-12.524,-8.496,0
-17.573,3.7163,0
-18.698,10.522,0
-16.503,-4.8215,0
-12.694,-7.6696,0
-24.084,-6.2714,0
-25.9,4.5376,0
-26.253,2.9302,0
-29.689,4.3541,0
-16.897,10.069,0
