-3.0282,-1.6953,0
2.1214,1.0081,0
-2.0955,2.1155,0
3.9043,0.83646,0
-3.5982,2.4077,0
-1.9179,-2.9381,0
-3.4978,-1.7889,0
2.7938,-0.42531,0
-2.5672,0.98595,0
0.32763,-1.854,0
-4.1638,-1.942,0
2.6604,0.35479,0
-4.7525,-0.36722,0
-1.4064,0.92318,0
0.738,3.8473,0
0.32625,2.6441,0
-3.3018,1.3422,0
3.2152,-1.7704,0
-0.47991,1.0361,0
-0.7076,3.229,0
-1.5329,1.7659,0
-4.7915,0.020546,0
1.6158,-3.8309,0
0.16214,1.6947,0
2.9691,0.41808,0
-0.87329,2.6246,0
-0.81755,2.6245,0
1.7203,-3.3282,0
2.9208,3.3721,0
1.353,-3.1493,0
2.8582,-3.4073,0
-3.0582,-1.0566,0
4.2707,0.49948,0
-2.9861,-0.14686,0
-1.1034,-4.7464,0
-1.3964,-4.0993,0
0.5486,-0.43413,0
-1.3119,-4.1422,0
4.4086,-1.8329,0
2.9416,0.20164,0
0.56643,-1.2088,0
4.5168,0.98782,0
-1.5279,-0.15568,0
-2.1155,-3.0437,0
0.12405,-4.7825,0
-0.67685,3.5485,0
-0.9091,-0.68751,0
2.5419,-2.1358,0
-2.5841,-3.2561,0
0.57428,-2.4909,0
-4.7253,0.26329,0
-2.7853,1.9326,0
1.7289,-1.6767,0
-0.57486,-2.1373,0
2.1308,-4.0868,0
4.2962,0.28847,0
3.3572,2.2988,0
-1.5761,-0.43953,0
2.8298,-3.5911,0
-0.30378,3.3587,0
0.64461,-3.9812,0
-3.0786,-3.6239,0
-0.25963,-1.6432,0
3.0647,-2.3881,0
0.072173,-0.63589,0
0.40444,1.4549,0
4.5833,1.2788,0
2.1073,3.0414,0
-0.79371,-3.9339,0
1.6774,1.756,0
0.71887,3.8727,0
-1.3458,0.40423,0
-3.9226,0.87006,0
1.7741,1.1225,0
-3.9301,-0.16628,0
4.367,2.2775,0
2.0483,3.5404,0
-0.041439,-2.8799,0
-1.7143,2.9169,0
-0.26778,0.74299,0
1.5167,-3.2829,0
4.9413,-0.5597,0
4.172,-0.82386,0
-2.7921,-1.4587,0
0.3981,3.8223,0
-0.98966,3.6538,0
-1.642,-3.1616,0
-1.7064,-0.8525,0
0.83821,2.5634,0
3.4182,-0.91901,0
-0.97041,1.614,0
1.879,2.5747,0
-1.8207,3.393,0
3.4095,2.9342,0
0.4708,-3.3975,0
1.0848,-3.9593,0
-3.7158,-2.2632,0
1.8749,1.0184,0
1.3819,3.6853,0
0.69735,-4.3315,0
-1.9626,2.5837,0
1.7566,-2.8088,0
2.33,2.6059,0
-0.74519,-2.2058,0
1.6706,4.2464,0
-2.8224,2.1384,0
-0.84974,1.3588,0
2.669,-1.409,0
2.3887,-3.8489,0
-1.2035,-1.2739,0
2.6738,-3.0141,0
0.90216,4.1954,0
3.8694,1.6715,0
-0.70933,-1.4595,0
-4.7767,-1.0715,0
-3.2353,-0.35408,0
-0.13443,3.7396,0
0.94614,-1.2547,0
1.5427,-3.1142,0
1.9491,0.20369,0
-2.742,0.43942,0
1.6987,-0.62223,0
-2.832,0.75337,0
2.3926,-3.2943,0
-3.5031,-0.79581,0
-4.0857,1.7955,0
3.752,0.58059,0
-1.2925,-0.035415,0
1.7787,-1.7459,0
3.9959,-2.598,0
-1.0346,4.6008,0
3.3432,3.6835,0
2.8445,0.0023689,0
-2.0577,4.5223,0
-3.8476,-0.73667,0
1.9268,-3.5482,0
-1.7909,-3.4389,0
3.8154,-2.3211,0
0.15072,-3.9036,0
1.5045,2.6772,0
2.0364,-0.46842,0
-0.70854,0.99791,0
-1.5897,-1.1321,0
-0.36116,-3.0749,0
0.39364,-0.4149,0
-2.4581,4.2535,0
-2.7447,0.64905,0
2.438,4.2363,0
-0.83197,0.17836,0
-3.0334,0.85304,0
1.8302,1.8962,0
-1.9182,-2.3166,0
3.5154,-2.6746,0
-2.9969,1.4698,0
0.53775,1.0694,0
-0.30493,1.0521,0
3.3976,1.3141,0
4.0691,1.6162,0
3.865,0.65355,0
-4.5874,-1.5055,0
-4.078,-1.7057,0
-1.4612,4.0912,0
0.080928,-2.8546,0
-1.7183,-3.1776,0
3.7338,-1.4827,0
-3.5595,0.33298,0
-4.0422,-0.46138,0
0.58636,-2.3321,0
-4.4689,-2.1431,0
0.15162,-1.4577,0
2.8163,-1.5445,0
1.225,4.8095,0
-2.7098,-2.1882,0
-3.8208,0.83578,0
-0.39352,-0.35448,0
1.2733,4.1943,0
-1.8918,-3.8678,0
2.3172,0.25311,0
0.46156,3.1177,0
2.2009,-1.3116,0
0.16204,-1.3927,0
-2.2946,-0.48743,0
3.1656,1.4504,0
1.118,3.4106,0
4.5668,0.34549,0
3.1432,-0.67007,0
1.5659,-2.7573,0
-4.595,1.6442,0
2.8892,-0.17275,0
0.50226,-1.7583,0
-4.159,0.29812,0
3.2749,3.5134,0
0.82048,3.3934,0
1.7346,-3.1038,0
-0.15207,0.30417,0
-0.15307,-2.1652,0
2.3686,3.7257,0
-0.45393,-3.8813,0
4.2001,1.4733,0
-1.0155,-4.4628,0
2.9907,2.8705,0
1.4197,-0.1428,0
-3.7429,-2.4788,0
